field_name,pretty_name,type,len,field_order_8_1,field_order_8,field_order_7,field_order_6_4,field_order_6_3,field_order_6_2,field_order_6_1,field_order_5_3,field_order_5_2,field_order_5_1,field_order_5,field_order_3,field_order_2,field_order_1,field_order_paper_3_1,field_order_paper_3_0,field_order_paper_2_6,field_order_paper_2_4,field_order_paper_2_3,field_order_paper_2_2,field_order_paper_1_0
donor_candidate_state,Donor Candidate State,char,2,35,35,36,36,37,37,36,23,23,23,23,23,23,28,,,,,,,
donor_candidate_district,Donor Candidate District,tinyint,,36,36,37,37,38,38,37,24,24,24,24,24,24,29,,,,,,,
conduit_name,Conduit Name,varchar,200,37,37,38,38,39,39,38,25,25,25,25,25,25,,,,,,,,
conduit_address_1,Conduit Street Address Line 1,varchar,34,38,38,39,39,40,40,39,26,26,26,26,26,26,,,,,,,,
conduit_address_2,Conduit Street Address Line 2,varchar,34,39,39,40,40,41,41,40,27,27,27,27,27,27,,,,,,,,
conduit_city,Conduit City (Address),varchar,30,40,40,41,41,42,42,41,28,28,28,28,28,28,,,,,,,,
conduit_state,Conduit State (Address),char,2,41,41,42,42,43,43,42,29,29,29,29,29,29,,,,,,,,
conduit_zip,Conduit Zip Code,varchar,9,42,42,43,43,44,44,43,30,30,30,30,30,30,,,,,,,,
memo_code,Memo Code,char,1,43,43,44,44,45,45,44,31,31,31,31,31,31,30,,,,,,,
memo_text,Memo Text/Description,varchar,100,44,44,45,45,46,46,45,32,32,32,32,32,32,31,22,22,22,22,22,22,22
system_code,System Code (used in Schedules I and L to identify the account),varchar,9,45,45,46,46,47,47,46,37,37,37,37,37,,,,,,,,,
increased_limit_code,Increased Limit Code,char,1,,,,,25,25,47,38,38,38,38,,,,,,,23,23,23,23
space_holder,Not used,char,0,,,,,,,,33,,,,,,,,,,,,,
amended_code,Amended Code,char,1,,,,,,,,,33,33,33,33,33,32,,,,,,,
national_committee_non_federal_acct,National Committee Non-Federal Account,varchar,9,,,,,,,,,,,,,37,,,,,,,,
original_transaction_id,Original Transaction ID,varchar,20,,,,,,,,,,,,,35,,,,,,,,
super_transaction_id,Super Transaction ID,varchar,20,,,,,,,,,,,,,36,,,,,,,,
donor_committee_address_1,Donor Committee Street Address Line 1,varchar,34,,,,,,,,,,,,,,20,,,,,,,
donor_committee_address_2,Donor Committee Street Address Line 2,varchar,34,,,,,,,,,,,,,,21,,,,,,,
donor_committee_city,Donor Committee City (Address),varchar,18,,,,,,,,,,,,,,22,,,,,,,
donor_committee_state,Donor Committee State (Address),char,2,,,,,,,,,,,,,,23,,,,,,,
donor_committee_zip,Donor Committee Zip Code,varchar,9,,,,,,,,,,,,,,24,,,,,,,
image_number,Image Number (Paper Filings Only),bigint,,,,,,,,,,,,,,,,23,23,23,24,24,24,24
