field_name,pretty_name,type,len,field_order_8_1,field_order_8,field_order_7,field_order_6_4,field_order_6_3,field_order_6_2,field_order_6_1,field_order_5_3,field_order_5_2,field_order_5_1,field_order_5,field_order_3,field_order_2,field_order_1,field_order_paper_3_1,field_order_paper_3_0,field_order_paper_2_6,field_order_paper_2_4,field_order_paper_2_3,field_order_paper_2_2,field_order_paper_1_0
memo_text,Memo Text/Description,varchar,100,38,38,38,38,38,38,,,,,,,,,24,24,24,24,,,
loan_due_date_terms,Loan Due Date Terms,varchar,15,,,,,,,,16,16,16,16,16,16,,21,21,21,21,21,21,21
space_holder,Not used (v5.3 only),char,1,,,,,,,,25,,,,,,,,,,,,,
amended_code,Amended Code (discontinued after v5.2),char,1,,,,,,,,,25,25,25,25,25,46,,,,,,,
original_transaction_id,Original Transaction ID (v2 only),varchar,20,,,,,,,,,,,,,27,,,,,,,,
super_transaction_id,Super Transaction ID (v2 only),varchar,20,,,,,,,,,,,,,28,,,,,,,,
guarantor_1_full_name,Loan Guarantor/Endorser 1 Full Name (v1 only),varchar,38,,,,,,,,,,,,,,19,,,,,,,
guarantor_1_address_1,Loan Guarantor/Endorser 1 Street Address Line 1 (v1 only),varchar,34,,,,,,,,,,,,,,20,,,,,,,
guarantor_1_address_2,Loan Guarantor/Endorser 1 Street Address Line 2 (v1 only),varchar,34,,,,,,,,,,,,,,21,,,,,,,
guarantor_1_city,Loan Guarantor/Endorser 1 City (Address) (v1 only),varchar,18,,,,,,,,,,,,,,22,,,,,,,
guarantor_1_state,Loan Guarantor/Endorser 1 State (Address) (v1 only),char,2,,,,,,,,,,,,,,23,,,,,,,
guarantor_1_zip,Loan Guarantor/Endorser 1 Zip Code (v1 only),varchar,9,,,,,,,,,,,,,,24,,,,,,,
guarantor_1_employer,Loan Guarantor/Endorser 1 Employer (v1 only),varchar,38,,,,,,,,,,,,,,25,,,,,,,
guarantor_1_occupation,Loan Guarantor/Endorser 1 Occupation (v1 only),varchar,38,,,,,,,,,,,,,,26,,,,,,,
guarantor_1_balance_amount,Loan Guarantor/Endorser 1 Balance Amount Guaranteed (v1 only),"numeric(12, 4)",,,,,,,,,,,,,,,27,,,,,,,
guarantor_2_full_name,Loan Guarantor/Endorser 2 Full Name (v1 only),varchar,38,,,,,,,,,,,,,,28,,,,,,,
guarantor_2_address_1,Loan Guarantor/Endorser 2 Street Address Line 1 (v1 only),varchar,34,,,,,,,,,,,,,,29,,,,,,,
guarantor_2_address_2,Loan Guarantor/Endorser 2 Street Address Line 2 (v1 only),varchar,34,,,,,,,,,,,,,,30,,,,,,,
guarantor_2_city,Loan Guarantor/Endorser 2 City (Address) (v1 only),varchar,18,,,,,,,,,,,,,,31,,,,,,,
guarantor_2_state,Loan Guarantor/Endorser 2 State (Address) (v1 only),char,2,,,,,,,,,,,,,,32,,,,,,,
guarantor_2_zip,Loan Guarantor/Endorser 2 Zip Code (v1 only),varchar,9,,,,,,,,,,,,,,33,,,,,,,
guarantor_2_employer,Loan Guarantor/Endorser 2 Employer (v1 only),varchar,38,,,,,,,,,,,,,,34,,,,,,,
guarantor_2_occupation,Loan Guarantor/Endorser 2 Occupation (v1 only),varchar,38,,,,,,,,,,,,,,35,,,,,,,
guarantor_2_balance_amount,Loan Guarantor/Endorser 2 Balance Amount Guaranteed (v1 only),"numeric(12, 4)",,,,,,,,,,,,,,,36,,,,,,,
guarantor_3_full_name,Loan Guarantor/Endorser 3 Full Name (v1 only),varchar,38,,,,,,,,,,,,,,37,,,,,,,
guarantor_3_address_1,Loan Guarantor/Endorser 3 Street Address Line 1 (v1 only),varchar,34,,,,,,,,,,,,,,38,,,,,,,
guarantor_3_address_2,Loan Guarantor/Endorser 3 Street Address Line 2 (v1 only),varchar,34,,,,,,,,,,,,,,39,,,,,,,
guarantor_3_city,Loan Guarantor/Endorser 3 City (Address) (v1 only),varchar,18,,,,,,,,,,,,,,40,,,,,,,
guarantor_3_state,Loan Guarantor/Endorser 3 State (Address) (v1 only),char,2,,,,,,,,,,,,,,41,,,,,,,
guarantor_3_zip,Loan Guarantor/Endorser 3 Zip Code (v1 only),varchar,9,,,,,,,,,,,,,,42,,,,,,,
guarantor_3_employer,Loan Guarantor/Endorser 3 Employer (v1 only),varchar,38,,,,,,,,,,,,,,43,,,,,,,
guarantor_3_occupation,Loan Guarantor/Endorser 3 Occupation (v1 only),varchar,38,,,,,,,,,,,,,,44,,,,,,,
guarantor_3_balance_amount,Loan Guarantor/Endorser 3 Balance Amount Guaranteed (v1 only),"numeric(12, 4)",,,,,,,,,,,,,,,45,,,,,,,
image_number,Image Number,bigint,,,,,,,,,,,,,,,,25,25,25,25,24,24,24
