field_name,pretty_name,type,len,field_order_8_1,field_order_8,field_order_7,field_order_6_4,field_order_6_3,field_order_6_2,field_order_6_1,field_order_5_3,field_order_5_2,field_order_5_1,field_order_5,field_order_3,field_order_2,field_order_1,field_order_paper_3_1,field_order_paper_3_0,field_order_paper_2_6,field_order_paper_2_4,field_order_paper_2_3,field_order_paper_2_2,field_order_paper_1_0
beneficiary_candidate_state,Beneficiary Candidate State,char,2,34,34,35,35,36,36,35,20,20,20,20,20,20,25,24,24,24,24,23,23,23
beneficiary_candidate_district,Beneficiary Candidate District,tinyint,,35,35,36,36,37,37,36,21,21,21,21,21,21,26,25,25,25,25,24,24,24
conduit_name,Conduit Name,varchar,200,36,36,37,37,38,38,37,22,22,22,22,22,22,,,,,,,,
conduit_address_1,Conduit Street Address Line 1,varchar,34,37,37,38,38,39,39,38,23,23,23,23,23,23,,,,,,,,
conduit_address_2,Conduit Street Address Line 2,varchar,34,38,38,39,39,40,40,39,24,24,24,24,24,24,,,,,,,,
conduit_city,Conduit City (Address),varchar,30,39,39,40,40,41,41,40,25,25,25,25,25,25,,,,,,,,
conduit_state,Conduit State (Address),char,2,40,40,41,41,42,42,41,26,26,26,26,26,26,,,,,,,,
conduit_zip,Conduit Zip Code,varchar,9,41,41,42,42,43,43,42,27,27,27,27,27,27,,,,,,,,
memo_code,Memo Code,char,1,42,42,43,43,44,44,43,28,28,28,28,28,28,27,,,,,,,
memo_text,Memo Text/Description,varchar,100,43,43,44,44,45,45,44,29,29,29,29,29,29,28,30,30,30,29,28,28,28
system_code,System Code (used in Schedules I and L to identify the account),varchar,9,44,44,45,45,46,46,45,34,34,34,34,,,,,,,,,,
refund_or_disposal_of_excess,Refund or Disposal of Excess (discontinued after v6.3),char,1,,,,,25,25,25,35,35,35,35,,,,,,,30,29,29,29
communication_date,Communication Date (discontinued after v6.3),int,,,,,,26,26,26,37,37,37,37,,,,,,,,,,
space_holder,Not used (v5.3 only),char,1,,,,,,,,30,,,,,,,,,,,,,
amended_code,Amended Code (discontinued after v5.2),char,1,,,,,,,,,30,30,30,30,30,29,,,,,,,
national_committee_non_federal_account,National Committee Non-Federal Account,varchar,9,,,,,,,,,,,,34,,,,,,,,,
original_transaction_id,Original Transaction ID (discontinued after v2),varchar,20,,,,,,,,,,,,,32,,,,,,,,
super_transaction_id,Super Transaction ID (discontinued after v2),varchar,20,,,,,,,,,,,,,33,,,,,,,,
beneficiary_committee_address_1,Beneficiary  Committee Street Address Line 1 (discontinued after v1),varchar,34,,,,,,,,,,,,,,17,,,,,,,
beneficiary_committee_address_2,Beneficiary  Committee Street Address Line 2 (discontinued after v1),varchar,34,,,,,,,,,,,,,,18,,,,,,,
beneficiary_committee_city,Beneficiary  Committee City (Address) (discontinued after v1),varchar,18,,,,,,,,,,,,,,19,,,,,,,
beneficiary_committee_state,Beneficiary  Committee State (Address) (discontinued after v1),char,2,,,,,,,,,,,,,,20,,,,,,,
beneficiary_committee_zip,Beneficiary  Committee Zip Code (discontinued after v1),varchar,9,,,,,,,,,,,,,,21,,,,,,,
image_number,Image Number,bigint,,,,,,,,,,,,,,,,31,31,31,31,30,30,30
