field_name,pretty_name,type,len,field_order_8_1,field_order_8,field_order_7,field_order_6_4,field_order_6_3,field_order_6_2,field_order_6_1,field_order_5_3,field_order_5_2,field_order_5_1,field_order_5,field_order_3,field_order_2,field_order_1,field_order_paper_3_1,field_order_paper_3_0,field_order_paper_2_6,field_order_paper_2_4,field_order_paper_2_3,field_order_paper_2_2,field_order_paper_1_0
treasurer_last_name,Treasurer Last Name,varchar,30,36,36,36,36,36,36,36,,,,,,,,33,33,33,33,33,33,33
treasurer_first_name,Treasurer First Name,varchar,20,37,37,37,37,37,37,37,,,,,,,,34,34,34,34,34,34,34
treasurer_middle_name,Treasurer Middle Name,varchar,20,38,38,38,38,38,38,38,,,,,,,,35,35,35,35,35,35,35
treasurer_name_prefix,Treasurer Prefix,varchar,10,39,39,39,39,39,39,39,,,,,,,,36,36,36,36,36,36,36
treasurer_name_suffix,Treasurer Name Suffix,varchar,10,40,40,40,40,40,40,40,,,,,,,,37,37,37,37,37,37,37
treasurer_sign_date,Date This Schedule Signed by Treasurer,int,,41,41,41,41,41,41,41,37,37,37,37,37,37,36,38,38,38,38,38,38,38
authorized_representative_full_name,Lender Authorized Representative Full Name,varchar,38,,,,,,,,38,38,38,38,38,38,37,,,,,,,
authorized_representative_last_name,Lender Authorized Representative Last Name,varchar,30,42,42,42,42,42,42,42,,,,,,,,39,39,39,39,39,39,39
authorized_representative_first_name,Lender Authorized Representative First Name,varchar,20,43,43,43,43,43,43,43,,,,,,,,40,40,40,40,40,40,40
authorized_representative_middle_name,Lender Authorized Representative Middle Name,varchar,20,44,44,44,44,44,44,44,,,,,,,,41,41,41,41,41,41,41
authorized_representative_name_prefix,Lender Authorized Representative Prefix,varchar,10,45,45,45,45,45,45,45,,,,,,,,42,42,42,42,42,42,42
authorized_representative_name_suffix,Lender Authorized Representative Suffix,varchar,10,46,46,46,46,46,46,46,,,,,,,,43,43,43,43,43,43,43
authorized_representative_title,Lender Authorized Representative Title,varchar,20,47,47,47,47,47,47,47,39,39,39,39,39,39,38,44,44,44,44,44,44,44
authorized_representative_sign_date,Date This Schedule Signed by Lender Authorized Representative,int,,48,48,48,48,48,48,48,40,40,40,40,40,,39,45,45,45,45,45,45,45
entity_type,Entity Type,char,3,,,,,,,,4,4,4,4,4,4,,,,,,,,
space_holder,Not used (v5.3 only),char,1,,,,,,,,41,,,,,,,,,,,,,
amended_code,Amended Code (discontinued after v5.2),char,1,,,,,,,,,41,41,41,,,40,,,,,,,
image_number,Image Number,bigint,,,,,,,,,,,,,,,,46,46,46,46,46,46,46
