field_name,pretty_name,type,len,field_order_8_1,field_order_8,field_order_7,field_order_6_4,field_order_6_3,field_order_6_2,field_order_6_1,field_order_5_3,field_order_5_2,field_order_5_1,field_order_5,field_order_3,field_order_2,field_order_1,field_order_paper_3_1,field_order_paper_3_0,field_order_paper_2_6,field_order_paper_2_4,field_order_paper_2_3,field_order_paper_2_2,field_order_paper_1_0
support_oppose_candidate_office,Support/Oppose Candidate Office,char,1,34,33,34,34,34,34,34,16,16,16,16,16,16,14,24,23,23,23,23,23,23
support_oppose_candidate_district,Support/Oppose Candidate District,tinyint,,35,35,36,36,36,36,36,18,18,18,18,18,18,15,25,25,25,25,25,25,25
support_oppose_candidate_state,Support/Oppose Candidate State,char,2,36,34,35,35,35,35,35,17,17,17,17,17,17,16,26,24,24,24,24,24,24
person_completing_form_full_name,Full Name of Person Completing This Form,varchar,38,,,,,,,,31,31,31,31,31,31,18,,,,,,,
person_completing_form_last_name,Last Name of Person Completing This Form,varchar,30,37,36,37,37,37,37,37,,,,,,,,31,30,30,30,30,30,30
person_completing_form_first_name,First Name of Person Completing This Form,varchar,20,38,37,38,38,38,38,38,,,,,,,,32,31,31,31,31,31,31
person_completing_form_middle_name,Middle Name of Person Completing This Form,varchar,20,39,38,39,39,39,39,39,,,,,,,,33,32,32,32,32,32,32
person_completing_form_name_prefix,Name Prefix of Person Completing This Form,varchar,10,40,39,40,40,40,40,40,,,,,,,,34,33,33,33,33,33,33
person_completing_form_name_suffix,Name Suffix of Person Completing This Form,varchar,10,41,40,41,41,41,41,41,,,,,,,,35,34,34,34,34,34,34
sign_date,Date Form Signed,int,,42,41,42,42,42,42,42,32,32,32,32,32,32,19,36,35,35,35,35,35,35
memo_code,Memo Code,char,1,43,42,43,43,43,43,43,38,38,38,38,38,,,,,,,,,
memo_text,Memo Text/Description,varchar,100,44,43,44,44,44,44,44,39,39,39,39,39,,,,,,,,,
space_holder_1,Not used (v5.3 only),char,1,,,,,,,,20,20,20,20,20,,,,,,,,,
space_holder_2,Not used (v5.3 only),char,1,,,,,,,,21,21,21,21,21,,,,,,,,,
space_holder_3,Not used (v5.3 only),char,1,,,,,,,,22,22,22,22,22,,,,,,,,,
space_holder_4,Not used (v5.3 only),char,1,,,,,,,,23,23,23,23,23,,,,,,,,,
space_holder_5,Not used (v5.3 only),char,1,,,,,,,,24,24,24,24,24,,,,,,,,,
conduit_name,Conduit Name,varchar,200,,,,,,,,25,25,25,25,25,25,,,,,,,,
conduit_address_1,Conduit Street Address Line 1,varchar,34,,,,,,,,26,26,26,26,26,26,,,,,,,,
conduit_address_2,Conduit Street Address Line 2,varchar,34,,,,,,,,27,27,27,27,27,27,,,,,,,,
conduit_city,Conduit City (Address),varchar,30,,,,,,,,28,28,28,28,28,28,,,,,,,,
conduit_state,Conduit State (Address),char,2,,,,,,,,29,29,29,29,29,29,,,,,,,,
conduit_zip,Conduit Zip Code,varchar,9,,,,,,,,30,30,30,30,30,30,,,,,,,,
notarized_date,Date Notarized,int,,,,,,,,,33,33,33,33,33,33,20,,,,,,,
notary_commission_expires_date,Date Notary Commission Expires,int,,,,,,,,,34,34,34,34,34,34,21,,,,,,,
notary_full_name,Notary Full Name,varchar,38,,,,,,,,35,35,35,35,35,35,22,,,,,,,
space_holder_6,Not used (v5.3 only),char,1,,,,,,,,36,,,,,,,,,,,,,
amended_code,Amended Code (discontinued after v5.2),char,1,,,,,,,,,36,36,36,36,36,23,,,,,,,
payee_candidate_id,Payee Candidate ID,char,9,,,,,,,,,,,,,20,,,,,,,,
payee_candidate_full_name,Payee Candidate Full Name,varchar,38,,,,,,,,,,,,,21,,,,,,,,
payee_candidate_office,Payee Candidate Office,char,1,,,,,,,,,,,,,22,,,,,,,,
payee_candidate_state,Payee Candidate State,char,2,,,,,,,,,,,,,23,,,,,,,,
payee_candidate_district,Payee Candidate District,tinyint,,,,,,,,,,,,,,24,,,,,,,,
original_transaction_id,Original Transaction ID (discontinued after v2),varchar,20,,,,,,,,,,,,,38,,,,,,,,
super_transaction_id,Super Transaction ID (discontinued after v2),varchar,20,,,,,,,,,,,,,39,,,,,,,,
image_number,Image Number,bigint,,,,,,,,,,,,,,,,37,36,36,36,36,36,36
